,Subj_id,estimates,timeToEstimate,RT,accuracy,search_type
0,0,1.715715715715716,2.052287400000001,0.25678070000000297,0.0,0
1,0,1.715715715715716,2.052287400000001,1.8223212000000057,1.0,0
2,0,1.715715715715716,2.052287400000001,1.3770388999999996,1.0,0
3,0,2.0040040040040035,2.348763399999996,2.057566700000025,1.0,1
4,0,2.0040040040040035,2.348763399999996,0.9097868000000017,1.0,1
5,0,2.0040040040040035,2.348763399999996,1.8499890000000014,1.0,1
6,0,2.008008008008008,2.978763299999999,1.1634782000000123,1.0,2
7,0,2.008008008008008,2.978763299999999,1.619849600000016,1.0,2
8,0,2.008008008008008,2.978763299999999,0.7870491999999795,1.0,2
9,0,1.6276276276276276,4.366994500000001,1.6937305000000051,0.0,3
10,0,1.6276276276276276,4.366994500000001,3.3343966999999974,0.0,3
11,0,1.6276276276276276,4.366994500000001,1.164216100000005,1.0,3
12,0,1.983983983983984,1.7672652000000089,1.0102185999999929,1.0,4
13,0,1.983983983983984,1.7672652000000089,0.8966615999999922,1.0,4
14,0,1.983983983983984,1.7672652000000089,1.196450599999982,1.0,4
15,0,2.0440440440440435,2.6177168999999996,3.3899181999999857,0.0,5
16,0,2.0440440440440435,2.6177168999999996,2.910722299999994,1.0,5
17,0,2.0440440440440435,2.6177168999999996,2.8695272000000114,0.0,5
18,0,1.8038038038038038,2.8495359000000025,0.855258600000001,1.0,6
19,0,1.8038038038038038,2.8495359000000025,1.731787099999987,1.0,6
20,0,1.8038038038038038,2.8495359000000025,0.8768034000000043,1.0,6
21,0,2.0,7.745934899999993,2.8110699000000023,0.0,7
22,0,2.0,7.745934899999993,2.6018317999999856,1.0,7
23,0,2.0,7.745934899999993,0.7937903000000224,1.0,7
24,1,1.8574979287489644,13.219168999999937,1.8266740000001156,1.0,0
25,1,1.8574979287489644,13.219168999999937,0.9389099999999744,1.0,0
26,1,1.8574979287489644,13.219168999999937,3.9048159999999914,1.0,0
27,1,2.069594034797017,3.018275000000023,0.7508960000001244,1.0,1
28,1,2.069594034797017,3.018275000000023,0.9495419999998994,1.0,1
29,1,2.069594034797017,3.018275000000023,0.8390520000000251,1.0,1
30,1,1.8972659486329744,7.28766100000008,1.5598150000001187,1.0,2
31,1,1.8972659486329744,7.28766100000008,1.809106000000029,1.0,2
32,1,1.8972659486329744,7.28766100000008,0.783098999999871,1.0,2
33,1,2.4208782104391053,38.335366000000036,3.8925229999999864,1.0,3
34,1,2.4208782104391053,38.335366000000036,,0.0,3
35,1,2.4208782104391053,38.335366000000036,2.9087749999999652,1.0,3
36,1,2.0033140016570012,5.088724000000045,1.8207830000001122,1.0,4
37,1,2.0033140016570012,5.088724000000045,1.5137170000000624,1.0,4
38,1,2.0033140016570012,5.088724000000045,1.007456999999995,1.0,4
39,1,2.0629660314830156,3.6729739999999294,3.825539000000106,0.0,5
40,1,2.0629660314830156,3.6729739999999294,1.0696879999998492,1.0,5
41,1,2.0629660314830156,3.6729739999999294,3.056154000000097,1.0,5
42,1,2.0629660314830156,8.187915999999968,0.8321639999999315,1.0,6
43,1,2.0629660314830156,8.187915999999968,0.7560030000001425,1.0,6
44,1,2.0629660314830156,8.187915999999968,0.8825890000000364,1.0,6
45,1,2.0298260149130076,5.52181400000013,1.177753000000026,0.0,7
46,1,2.0298260149130076,5.52181400000013,3.139316999999923,0.0,7
47,1,2.0298260149130076,5.52181400000013,2.1563150000000024,1.0,7
48,2,1.3611510791366905,5.22004099998108,1.6672419999936245,1.0,0
49,2,1.3611510791366905,5.22004099998108,0.7929549999882002,1.0,0
50,2,1.3611510791366905,5.22004099998108,0.5128539999971982,1.0,0
51,2,0.6877697841726618,6.035350999979622,0.24939699998515424,0.0,1
52,2,0.6877697841726618,6.035350999979622,0.7060490000281133,1.0,1
53,2,0.6877697841726618,6.035350999979622,0.6400459999819286,1.0,1
54,2,0.7683453237410074,5.786449000000052,0.7468250000082771,1.0,2
55,2,0.7683453237410074,5.786449000000052,0.5538769999915676,1.0,2
56,2,0.7683453237410074,5.786449000000052,0.9250830000280402,1.0,2
57,2,0.8258992805755394,4.4186819999851865,3.9770739999776996,0.0,3
58,2,0.8258992805755394,4.4186819999851865,1.3312269999927666,1.0,3
59,2,0.8258992805755394,4.4186819999851865,1.7499850000060104,1.0,3
60,2,1.223021582733813,6.719907000007836,0.7576220000285538,1.0,4
61,2,1.223021582733813,6.719907000007836,0.9443460000038031,1.0,4
62,2,1.223021582733813,6.719907000007836,0.6068859999756678,1.0,4
63,2,1.4014388489208631,16.23705999998255,2.7768729999823845,1.0,5
64,2,1.4014388489208631,16.23705999998255,0.9259830000002403,1.0,5
65,2,1.4014388489208631,16.23705999998255,2.1291560000295284,1.0,5
66,2,0.6532374100719425,7.002050000002899,0.8365110000256973,1.0,6
67,2,0.6532374100719425,7.002050000002899,0.4842319999762694,0.0,6
68,2,0.6532374100719425,7.002050000002899,0.22286900000023888,1.0,6
69,2,1.1366906474820144,5.885891000021075,2.8999440000128818,1.0,7
70,2,1.1366906474820144,5.885891000021075,1.8086219999993627,1.0,7
71,2,1.1366906474820144,5.885891000021075,1.3153989999853948,1.0,7
72,3,0.47482014388489224,1.468,0.4490000000000291,1.0,0
73,3,0.47482014388489224,1.468,,1.0,0
74,3,0.47482014388489224,1.468,,1.0,0
75,3,0.4402877697841725,7.551,,1.0,1
76,3,0.4402877697841725,7.551,,1.0,1
77,3,0.4402877697841725,7.551,,1.0,1
